pO2,PO4,mscore,State,pCO2,efolding (m),globe_avg_temp (C),dissolved_O2_sur (molkg-1x1E6),file,benthic_anoxia
0.3,2.3,5.072814881898283e-05,Background,2.5,0.75,21.46,30.07942905242089,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.03,88.35
0.7,2.4,0.0001146252925635,Background,2.5,0.75,21.46,46.33061325876042,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.44,71.19
0.6,2.4,0.0001128285596929,Background,2.5,0.75,21.46,44.83664088184014,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.34,77.34
0.5,2.4,9.575693584091146e-05,Background,2.5,0.75,21.46,43.4532412327826,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.24,89.45
0.4,2.4,8.132533415445209e-05,Background,2.5,0.75,21.46,42.14563159621321,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.14,88.26
0.3,2.4,4.789535962450199e-05,Background,2.5,0.75,21.46,40.857092244550586,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.04,88.26
0.7,2.0,0.0072013978990171,Kellwasser,2.5,0.75,21.46,8.336092832905706,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.40,63.21
0.6,2.0,0.0028180293078834,Kellwasser,2.5,0.75,21.46,7.95839059719583,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.30,72.94
0.5,2.0,0.0011088856516557,Kellwasser,2.5,0.75,21.46,7.617872142873239,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.20,81.38
0.4,2.0,0.0006708933188074,Kellwasser,2.5,0.75,21.46,7.305344297492411,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.10,89.27
0.3,2.0,0.0003761793267405,Kellwasser,2.5,0.75,21.46,7.019960321485996,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.00,88.35
0.7,2.1,0.0038776302741606,Kellwasser,2.5,0.75,21.46,15.15458097856026,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.41,65.6
0.6,2.1,0.001146674419256,Kellwasser,2.5,0.75,21.46,14.461886166827751,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.31,74.4
0.5,2.1,0.0007949052308033,Kellwasser,2.5,0.75,21.46,13.810118616675028,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.21,81.56
0.4,2.1,0.000610501721024,Kellwasser,2.5,0.75,21.46,13.271230272948742,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.11,89.36
0.3,2.1,0.0003300036455596,Kellwasser,2.5,0.75,21.46,12.788119420292787,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.01,88.17
0.7,2.2,0.0012410512987187,Kellwasser,2.5,0.75,21.46,24.04038423264865,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.42,67.89
0.6,2.2,0.0007924156688866,Kellwasser,2.5,0.75,21.46,23.005763068795204,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.32,75.5
0.5,2.2,0.0007153662776629,Kellwasser,2.5,0.75,21.46,22.065010853111744,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.22,86.24
0.4,2.2,0.0005611091871796,Kellwasser,2.5,0.75,21.46,21.22160913131665,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.12,88.99
0.3,2.2,0.0002990342436142,Kellwasser,2.5,0.75,21.46,20.455710910027847,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.02,88.26
0.7,2.3,0.0007807390234696,Kellwasser,2.5,0.75,21.46,34.817843697965145,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.43,69.45
0.6,2.3,0.0007341944424915,Kellwasser,2.5,0.75,21.46,33.47300298628397,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.33,76.42
0.5,2.3,0.0006282267033882,Kellwasser,2.5,0.75,21.46,32.22576197003946,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.23,88.35
0.4,2.3,0.0005192707290708,Kellwasser,2.5,0.75,21.46,31.11057958449237,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.13,88.72
0.3,2.3,0.0002755576587671,Kellwasser,2.5,0.75,21.46,30.07942905242089,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.03,88.35
0.7,2.4,0.000706041325113,Kellwasser,2.5,0.75,21.46,46.33061325876042,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.44,71.19
0.6,2.4,0.0006888544658237,Kellwasser,2.5,0.75,21.46,44.83664088184014,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.34,77.34
0.5,2.4,0.000584347603779,Kellwasser,2.5,0.75,21.46,43.4532412327826,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.24,89.45
0.4,2.4,0.0004833813236001,Kellwasser,2.5,0.75,21.46,42.14563159621321,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.14,88.26
0.3,2.4,0.0002551033706731,Kellwasser,2.5,0.75,21.46,40.857092244550586,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5h.dat.04,88.26
1.2,0.5,0.0457354165440071,Background,5.0,0.75,24.06,131.0526713496074,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.40,0.0
1.1,0.5,0.0471578086852749,Background,5.0,0.75,24.06,118.17434278782456,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.30,0.0
1.0,0.5,0.0342015389254302,Background,5.0,0.75,24.06,106.24191781971604,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.20,0.0
0.9,0.5,0.002017682285306,Background,5.0,0.75,24.06,96.25046368455514,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.10,0.09
0.8,0.5,0.0483964938440754,Background,5.0,0.75,24.06,88.57768261805177,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.00,0.37
1.2,0.6,0.0377434509611254,Background,5.0,0.75,24.06,155.7616051286459,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.41,0.0
1.1,0.6,0.0028110318452983,Background,5.0,0.75,24.06,142.58224109653383,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.31,0.09
1.0,0.6,0.0100475732991007,Background,5.0,0.75,24.06,129.98639431316406,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.21,0.28
0.9,0.6,0.0712652580707157,Background,5.0,0.75,24.06,118.32048767246306,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.11,0.55
0.8,0.6,0.1288048974971863,Background,5.0,0.75,24.06,108.5076728486456,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.01,1.1
1.2,0.7,0.0187701260974413,Background,5.0,0.75,24.06,180.54594693239775,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.42,0.18
1.1,0.7,0.0690770019044327,Background,5.0,0.75,24.06,167.22845612093806,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.32,0.46
1.0,0.7,0.1150148589585228,Background,5.0,0.75,24.06,154.28513870574534,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.22,0.83
0.9,0.7,0.1837227483122586,Background,5.0,0.75,24.06,141.93661627359688,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.12,1.01
0.8,0.7,0.3879819000843199,Background,5.0,0.75,24.06,130.51826681476086,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83
1.2,0.8,0.1030801354655723,Background,5.0,0.75,24.06,205.36196825560185,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.43,0.55
1.1,0.8,0.1522975240195468,Background,5.0,0.75,24.06,191.97032088413837,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.33,0.92
1.0,0.8,0.2171555113812254,Background,5.0,0.75,24.06,178.85034321807325,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.23,1.01
0.9,0.8,0.4145010427904808,Background,5.0,0.75,24.06,166.13895422779024,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83
0.8,0.8,0.1310111084148706,Background,5.0,0.75,24.06,154.01920245494694,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.03,4.31
1.2,0.9,0.204438302499248,Background,5.0,0.75,24.06,230.2018692716956,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.01
1.1,0.9,0.2777550111438625,Background,5.0,0.75,24.06,216.76092001143843,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.34,1.1
1.0,0.9,0.427189721691711,Background,5.0,0.75,24.06,203.5507932305336,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11
0.9,0.9,0.1340463692386709,Background,5.0,0.75,24.06,190.625709365122,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.14,4.22
0.8,0.9,0.0168649979221319,Background,5.0,0.75,24.06,178.14277089200914,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.04,6.88
1.2,0.5,0.0158621127526906,Kellwasser,5.0,0.75,24.06,131.0526713496074,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.40,0.0
1.1,0.5,0.0160601075562902,Kellwasser,5.0,0.75,24.06,118.17434278782456,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.30,0.0
1.0,0.5,0.0158428890065562,Kellwasser,5.0,0.75,24.06,106.24191781971604,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.20,0.0
0.9,0.5,0.0157491421663484,Kellwasser,5.0,0.75,24.06,96.25046368455514,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.10,0.09
0.8,0.5,0.0158987160611248,Kellwasser,5.0,0.75,24.06,88.57768261805177,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.00,0.37
1.2,0.6,0.0160210464236407,Kellwasser,5.0,0.75,24.06,155.7616051286459,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.41,0.0
1.1,0.6,0.0157120820915048,Kellwasser,5.0,0.75,24.06,142.58224109653383,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.31,0.09
1.0,0.6,0.0162315609010343,Kellwasser,5.0,0.75,24.06,129.98639431316406,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.21,0.28
0.9,0.6,0.0141581989907185,Kellwasser,5.0,0.75,24.06,118.32048767246306,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.11,0.55
0.8,0.6,0.0106695534016944,Kellwasser,5.0,0.75,24.06,108.5076728486456,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.01,1.1
1.2,0.7,0.0160309943465703,Kellwasser,5.0,0.75,24.06,180.54594693239775,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.42,0.18
1.1,0.7,0.015812796006842,Kellwasser,5.0,0.75,24.06,167.22845612093806,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.32,0.46
1.0,0.7,0.0116653433851767,Kellwasser,5.0,0.75,24.06,154.28513870574534,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.22,0.83
0.9,0.7,0.006717123020191,Kellwasser,5.0,0.75,24.06,141.93661627359688,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.12,1.01
0.8,0.7,0.0102618464615545,Kellwasser,5.0,0.75,24.06,130.51826681476086,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83
1.2,0.8,0.0139316033782695,Kellwasser,5.0,0.75,24.06,205.36196825560185,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.43,0.55
1.1,0.8,0.0108660514344824,Kellwasser,5.0,0.75,24.06,191.97032088413837,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.33,0.92
1.0,0.8,0.001745122202616,Kellwasser,5.0,0.75,24.06,178.85034321807325,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.23,1.01
0.9,0.8,0.0166431235965927,Kellwasser,5.0,0.75,24.06,166.13895422779024,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83
0.8,0.8,0.1354514384787086,Kellwasser,5.0,0.75,24.06,154.01920245494694,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.03,4.31
1.2,0.9,0.0093002552110373,Kellwasser,5.0,0.75,24.06,230.2018692716956,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.01
1.1,0.9,0.0021607797991988,Kellwasser,5.0,0.75,24.06,216.76092001143843,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.34,1.1
1.0,0.9,0.0162235478608488,Kellwasser,5.0,0.75,24.06,203.5507932305336,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11
0.9,0.9,0.13969737564786,Kellwasser,5.0,0.75,24.06,190.625709365122,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.14,4.22
0.8,0.9,0.45662729918085,Kellwasser,5.0,0.75,24.06,178.14277089200914,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.04,6.88
1.2,0.5,0.0457354165440071,Background,5.0,0.75,24.06,131.0526713496074,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.40,0.0
1.1,0.5,0.0471578086852749,Background,5.0,0.75,24.06,118.17434278782456,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.30,0.0
1.0,0.5,0.0342015389254302,Background,5.0,0.75,24.06,106.24191781971604,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.20,0.0
0.9,0.5,0.002017682285306,Background,5.0,0.75,24.06,96.25046368455514,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.10,0.09
0.8,0.5,0.0483964938440754,Background,5.0,0.75,24.06,88.57768261805177,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.00,0.37
1.2,0.6,0.0377434509611254,Background,5.0,0.75,24.06,155.7616051286459,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.41,0.0
1.1,0.6,0.0028110318452983,Background,5.0,0.75,24.06,142.58224109653383,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.31,0.09
1.0,0.6,0.0100475732991007,Background,5.0,0.75,24.06,129.98639431316406,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.21,0.28
0.9,0.6,0.0712652580707157,Background,5.0,0.75,24.06,118.32048767246306,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.11,0.55
0.8,0.6,0.1288048974971863,Background,5.0,0.75,24.06,108.5076728486456,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.01,1.1
1.2,0.7,0.0187701260974413,Background,5.0,0.75,24.06,180.54594693239775,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.42,0.18
1.1,0.7,0.0690770019044327,Background,5.0,0.75,24.06,167.22845612093806,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.32,0.46
1.0,0.7,0.1150148589585228,Background,5.0,0.75,24.06,154.28513870574534,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.22,0.83
0.9,0.7,0.1837227483122586,Background,5.0,0.75,24.06,141.93661627359688,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.12,1.01
0.8,0.7,0.3879819000843199,Background,5.0,0.75,24.06,130.51826681476086,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83
1.2,0.8,0.1030801354655723,Background,5.0,0.75,24.06,205.36196825560185,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.43,0.55
1.1,0.8,0.1522975240195468,Background,5.0,0.75,24.06,191.97032088413837,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.33,0.92
1.0,0.8,0.2171555113812254,Background,5.0,0.75,24.06,178.85034321807325,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.23,1.01
0.9,0.8,0.4145010427904808,Background,5.0,0.75,24.06,166.13895422779024,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83
0.8,0.8,0.1310111084148706,Background,5.0,0.75,24.06,154.01920245494694,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.03,4.31
1.2,0.9,0.204438302499248,Background,5.0,0.75,24.06,230.2018692716956,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.01
1.1,0.9,0.2777550111438625,Background,5.0,0.75,24.06,216.76092001143843,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.34,1.1
1.0,0.9,0.427189721691711,Background,5.0,0.75,24.06,203.5507932305336,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11
0.9,0.9,0.1340463692386709,Background,5.0,0.75,24.06,190.625709365122,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.14,4.22
0.8,0.9,0.0168649979221319,Background,5.0,0.75,24.06,178.14277089200914,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.04,6.88
1.2,0.5,0.0158621127526906,Kellwasser,5.0,0.75,24.06,131.0526713496074,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.40,0.0
1.1,0.5,0.0160601075562902,Kellwasser,5.0,0.75,24.06,118.17434278782456,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.30,0.0
1.0,0.5,0.0158428890065562,Kellwasser,5.0,0.75,24.06,106.24191781971604,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.20,0.0
0.9,0.5,0.0157491421663484,Kellwasser,5.0,0.75,24.06,96.25046368455514,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.10,0.09
0.8,0.5,0.0158987160611248,Kellwasser,5.0,0.75,24.06,88.57768261805177,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.00,0.37
1.2,0.6,0.0160210464236407,Kellwasser,5.0,0.75,24.06,155.7616051286459,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.41,0.0
1.1,0.6,0.0157120820915048,Kellwasser,5.0,0.75,24.06,142.58224109653383,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.31,0.09
1.0,0.6,0.0162315609010343,Kellwasser,5.0,0.75,24.06,129.98639431316406,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.21,0.28
0.9,0.6,0.0141581989907185,Kellwasser,5.0,0.75,24.06,118.32048767246306,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.11,0.55
0.8,0.6,0.0106695534016944,Kellwasser,5.0,0.75,24.06,108.5076728486456,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.01,1.1
1.2,0.7,0.0160309943465703,Kellwasser,5.0,0.75,24.06,180.54594693239775,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.42,0.18
1.1,0.7,0.015812796006842,Kellwasser,5.0,0.75,24.06,167.22845612093806,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.32,0.46
1.0,0.7,0.0116653433851767,Kellwasser,5.0,0.75,24.06,154.28513870574534,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.22,0.83
0.9,0.7,0.006717123020191,Kellwasser,5.0,0.75,24.06,141.93661627359688,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.12,1.01
0.8,0.7,0.0102618464615545,Kellwasser,5.0,0.75,24.06,130.51826681476086,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83
1.2,0.8,0.0139316033782695,Kellwasser,5.0,0.75,24.06,205.36196825560185,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.43,0.55
1.1,0.8,0.0108660514344824,Kellwasser,5.0,0.75,24.06,191.97032088413837,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.33,0.92
1.0,0.8,0.001745122202616,Kellwasser,5.0,0.75,24.06,178.85034321807325,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.23,1.01
0.9,0.8,0.0166431235965927,Kellwasser,5.0,0.75,24.06,166.13895422779024,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83
0.8,0.8,0.1354514384787086,Kellwasser,5.0,0.75,24.06,154.01920245494694,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.03,4.31
1.2,0.9,0.0093002552110373,Kellwasser,5.0,0.75,24.06,230.2018692716956,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.01
1.1,0.9,0.0021607797991988,Kellwasser,5.0,0.75,24.06,216.76092001143843,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.34,1.1
1.0,0.9,0.0162235478608488,Kellwasser,5.0,0.75,24.06,203.5507932305336,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11
0.9,0.9,0.13969737564786,Kellwasser,5.0,0.75,24.06,190.625709365122,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.14,4.22
0.8,0.9,0.45662729918085,Kellwasser,5.0,0.75,24.06,178.14277089200914,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.04,6.88
1.2,1.0,0.328184176027655,Background,5.0,0.75,24.06,82.50771497841924,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.40,1.38
1.1,1.0,0.390493104043186,Background,5.0,0.75,24.06,77.53463432891294,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29
1.0,1.0,0.1367142505999734,Background,5.0,0.75,24.06,73.33658140851185,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.20,4.13
0.9,1.0,0.0051152342724891,Background,5.0,0.75,24.06,69.68096568016335,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.10,6.61
0.8,1.0,0.033024612780813,Background,5.0,0.75,24.06,66.3965693092905,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.00,10.18
1.2,1.1,0.370451493852002,Background,5.0,0.75,24.06,100.78400373458862,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29
1.1,1.1,0.1421814659483565,Background,5.0,0.75,24.06,94.54342944081873,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,4.13
1.0,1.1,0.0030817420232953,Background,5.0,0.75,24.06,89.3387186806649,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.21,6.42
0.9,1.1,0.0206901793074745,Background,5.0,0.75,24.06,84.9223870318383,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.11,8.44
0.8,1.1,0.057295202175179,Background,5.0,0.75,24.06,81.05720189632848,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.01,18.9
1.2,1.2,0.1561488610461141,Background,5.0,0.75,24.06,120.85404159734026,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.42,4.13
1.1,1.2,0.0043214946161717,Background,5.0,0.75,24.06,113.09084220556542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.32,6.33
1.0,1.2,0.0154192307146495,Background,5.0,0.75,24.06,106.70720075722784,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.22,7.61
0.9,1.2,0.0280038380504472,Background,5.0,0.75,24.06,101.31408635061234,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.12,13.58
0.8,1.2,0.0527624972014339,Background,5.0,0.75,24.06,96.7138767009601,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.02,27.06
1.2,1.3,0.0540811358896525,Background,5.0,0.75,24.06,142.83167547546327,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.43,6.06
1.1,1.3,0.0065552695796428,Background,5.0,0.75,24.06,133.29429202713072,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.33,7.8
1.0,1.3,0.0224581581673233,Background,5.0,0.75,24.06,125.50852261483668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.23,10.73
0.9,1.3,0.0493929125859402,Background,5.0,0.75,24.06,118.99068340426312,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.13,21.93
0.8,1.3,0.0433766981865853,Background,5.0,0.75,24.06,113.46883547957988,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.03,33.85
1.2,1.4,0.0077802129918311,Background,5.0,0.75,24.06,166.23776173219085,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.44,7.34
1.1,1.4,0.016097654728455,Background,5.0,0.75,24.06,155.25500930380076,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.34,8.99
1.0,1.4,0.0448792155390127,Background,5.0,0.75,24.06,145.83255688194183,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.24,17.25
0.9,1.4,0.0407892531007574,Background,5.0,0.75,24.06,138.0294415866956,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.14,28.44
0.8,1.4,0.0319235160383385,Background,5.0,0.75,24.06,131.4008404733613,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.04,39.63
1.2,1.0,0.0046600997955188,Kellwasser,5.0,0.75,24.06,82.50771497841924,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.40,1.38
1.1,1.0,0.0203028246517442,Kellwasser,5.0,0.75,24.06,77.53463432891294,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29
1.0,1.0,0.1464866130224949,Kellwasser,5.0,0.75,24.06,73.33658140851185,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.20,4.13
0.9,1.0,0.4490645916416197,Kellwasser,5.0,0.75,24.06,69.68096568016335,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.10,6.61
0.8,1.0,0.6235242439252678,Kellwasser,5.0,0.75,24.06,66.3965693092905,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.00,10.18
1.2,1.1,0.02549295100918,Kellwasser,5.0,0.75,24.06,100.78400373458862,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29
1.1,1.1,0.1515153054120693,Kellwasser,5.0,0.75,24.06,94.54342944081873,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,4.13
