,index,pO2_bg,PO4_bg,mscore_bg,State_bg,pCO2_bg,efolding (m)_bg,globe_avg_temp (C)_bg,dissolved_O2_sur (molkg-1x1E6)_bg,file_bg,benthic_anoxia_bg,pO2_ev,PO4_ev,mscore_ev,State_ev,pCO2_ev,efolding (m)_ev,globe_avg_temp (C)_ev,dissolved_O2_sur (molkg-1x1E6)_ev,file_ev,benthic_anoxia_ev,PO4_change,pO2_change,temp_change,benthic_anoxia_change,efolding_change,O2_change,rmse
216,215,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.42,7.34,0.8,0.2,-7.0,5.23,0.0,-86.5212714,19.605221396408425
462,461,1.2,1.2,0.365956576,Background,5.0,1.0,24.06,122.8022011,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.42,3.58,1.1,1.6,0.521273485,Kellwasser,1.0,0.75,18.18,91.41401824,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.31,12.2,0.4,-0.1,-5.88,8.62,-0.25,-31.38818286,19.641693905228816
436,435,1.2,1.1,0.355242122,Background,5.0,1.0,24.06,109.5454572,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.57,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.4,-0.2,-7.0,10.27,0.0,-29.49924961,19.74180459692794
33,32,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.1,1.4,0.694506238,Kellwasser,1.0,0.75,18.18,190.6808611,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.34,6.79,0.5,-0.1,-5.88,5.6,0.25,-33.2787604,19.772588862837033
113,112,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.2,0.684237598,Kellwasser,1.0,0.75,18.18,118.3068962,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.02,12.57,0.5,0.0,-5.88,10.74,0.0,-12.2113706,19.813048230462112
111,110,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.1,0.684237598,Kellwasser,1.0,0.75,18.18,103.7711627,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.01,12.57,0.4,0.0,-5.88,10.74,0.0,-26.7471041,19.813048230462112
180,179,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.1,0.684237598,Kellwasser,1.0,0.75,18.18,103.7711627,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.01,12.57,0.4,0.0,-5.88,10.74,0.0,-26.7471041,19.813048230462112
182,181,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.2,0.684237598,Kellwasser,1.0,0.75,18.18,118.3068962,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.02,12.57,0.5,0.0,-5.88,10.74,0.0,-12.2113706,19.813048230462112
8,7,1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2xPO4_5x5a.dat.44,1.1,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.42,7.34,0.8,0.0,-4.4,6.24,0.25,-122.2847568,19.919857245905717
6,5,1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2xPO4_5x5a.dat.44,1.1,1.2,1.6,0.590950113,Kellwasser,0.75,0.75,17.06,98.41647989,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.41,6.7,0.7,0.0,-4.4,5.6,0.25,-140.8977987,19.95735623833285
466,465,1.2,1.2,0.365956576,Background,5.0,1.0,24.06,122.8022011,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.42,3.58,1.0,1.5,0.576999912,Kellwasser,0.75,1.0,17.06,80.04620759,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,12.84,0.3,-0.2,-7.0,9.26,0.0,-42.75599351,20.034591153790267
330,329,0.9,1.0,0.356375169,Background,2.5,1.0,21.46,83.33381993,251103.pO2xPO4_5x5b.dat.10,3.94,1.0,1.4,0.642239103,Kellwasser,1.0,0.75,18.18,179.7021687,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.24,11.1,0.4,0.1,-3.28,7.16,-0.25,96.36834877,20.084864936351437
24,23,1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2xPO4_5x5a.dat.44,1.1,1.2,1.9,0.49245255,Kellwasser,0.75,1.0,17.06,170.2301379,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.44,10.64,1.0,0.0,-4.4,9.54,0.5,-69.0841407,20.193859837088066
23,22,1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2xPO4_5x5a.dat.44,1.1,1.2,1.8,0.49245255,Kellwasser,0.75,1.0,17.06,146.8665869,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.43,10.64,0.9,0.0,-4.4,9.54,0.5,-92.4476917,20.193859837088066
310,309,1.0,1.0,0.371971628,Background,2.5,1.0,21.46,87.83979865,251103.pO2xPO4_5x5b.dat.20,2.75,1.1,1.5,0.646946866,Kellwasser,1.0,0.75,18.18,74.9922765,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.30,7.98,0.5,0.1,-3.28,5.23,-0.25,-12.84752215,20.21710533130507
141,140,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.02,11.01,0.3,-0.2,-7.0,8.9,0.0,-81.7221953,20.239984856999993
210,209,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.8,1.2,0.581754066,Kellwasser,0.75,0.75,17.06,121.8285979,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.02,11.01,0.3,-0.2,-7.0,8.9,0.0,-81.7221953,20.239984856999993
70,69,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.2,1.7,0.472367969,Kellwasser,1.0,0.75,18.18,113.443406,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.42,9.91,0.7,0.1,-3.28,8.53,0.0,27.60275674,20.47092946649108
401,400,1.1,1.2,0.416669591,Background,2.5,1.0,21.46,136.0907772,251103.pO2xPO4_5x5b.dat.32,3.85,1.2,1.7,0.472367969,Kellwasser,1.0,0.75,18.18,113.443406,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.42,9.91,0.5,0.1,-3.28,6.06,-0.25,-22.6473712,20.562407052598957
163,162,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.3,0.503735592,Kellwasser,0.75,1.0,17.06,161.3606291,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,11.56,0.4,-0.1,-7.0,9.45,0.25,-42.1901641,20.590617779790602
232,231,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.3,0.503735592,Kellwasser,0.75,1.0,17.06,161.3606291,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,11.56,0.4,-0.1,-7.0,9.45,0.25,-42.1901641,20.590617779790602
444,443,1.1,1.1,0.355966851,Background,5.0,1.0,24.06,102.5284655,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,3.67,1.0,1.4,0.642239103,Kellwasser,1.0,0.75,18.18,179.7021687,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.24,11.1,0.3,-0.1,-5.88,7.43,-0.25,77.1737032,20.60095913974157
247,246,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.0,1.4,0.642239103,Kellwasser,1.0,0.75,18.18,179.7021687,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.24,11.1,0.4,-0.1,-5.88,8.81,0.0,102.1675344,20.639947192520886
84,83,1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.41,1.65,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.42,7.34,0.6,0.0,-4.4,5.69,0.0,5.4846605,20.747077898323404
188,187,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.8,1.1,0.512140493,Kellwasser,1.0,0.5,18.18,94.47151388,Devon370Ma_050xRemin_1xpCO2.pO2xPO4_5x5b.dat.01,8.26,0.3,-0.1,-5.88,6.43,-0.25,-71.66744032,20.75421781583168
119,118,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.8,1.1,0.512140493,Kellwasser,1.0,0.5,18.18,94.47151388,Devon370Ma_050xRemin_1xpCO2.pO2xPO4_5x5b.dat.01,8.26,0.3,-0.1,-5.88,6.43,-0.25,-71.66744032,20.75421781583168
56,55,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,7.98,0.6,0.0,-4.4,6.6,0.0,8.93312245,20.79195926040432
325,324,0.9,1.0,0.356375169,Background,2.5,1.0,21.46,83.33381993,251103.pO2xPO4_5x5b.dat.10,3.94,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.14,11.47,0.4,0.0,-4.4,7.53,-0.25,90.39653377,21.041624472845132
430,429,1.2,1.1,0.355242122,Background,5.0,1.0,24.06,109.5454572,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.57,1.1,1.5,0.646946866,Kellwasser,1.0,0.75,18.18,74.9922765,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.30,7.98,0.4,-0.1,-5.88,5.41,-0.25,-34.5531807,21.35407450268675
82,81,1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.41,1.65,1.2,1.6,0.590950113,Kellwasser,0.75,0.75,17.06,98.41647989,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.41,6.7,0.5,0.0,-4.4,5.05,0.0,-13.12838141,21.41320657970356
209,208,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.01,7.8,0.2,-0.2,-7.0,5.69,0.0,-101.175734,21.41697318504648
140,139,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.8,1.1,0.704886087,Kellwasser,0.75,0.75,17.06,102.3750592,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.01,7.8,0.2,-0.2,-7.0,5.69,0.0,-101.175734,21.41697318504648
109,108,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.7,1.1,0.474595226,Kellwasser,0.75,0.75,17.06,31.89502604,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5e.dat.41,14.22,0.4,-0.1,-7.0,12.39,0.0,-98.62324076,21.512070188734427
178,177,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.7,1.1,0.474595226,Kellwasser,0.75,0.75,17.06,31.89502604,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5e.dat.41,14.22,0.4,-0.1,-7.0,12.39,0.0,-98.62324076,21.512070188734427
53,52,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.1,1.5,0.590360128,Kellwasser,0.75,0.75,17.06,77.98270963,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.30,7.06,0.5,0.0,-4.4,5.68,0.0,-7.85793963,21.544556911056553
98,97,1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.41,1.65,1.2,1.8,0.49245255,Kellwasser,0.75,1.0,17.06,146.8665869,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.43,10.64,0.7,0.0,-4.4,8.99,0.25,35.3217256,21.612475930427767
99,98,1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.41,1.65,1.2,1.9,0.49245255,Kellwasser,0.75,1.0,17.06,170.2301379,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.44,10.64,0.8,0.0,-4.4,8.99,0.25,58.6852766,21.612475930427767
37,36,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.6,-0.2,-5.88,14.77,0.25,-151.8682111,21.66366854563309
177,176,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.7,1.0,0.67965977,Kellwasser,0.75,0.75,17.06,18.81755452,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5e.dat.40,9.36,0.3,-0.1,-7.0,7.53,0.0,-111.7007123,21.76962783193649
108,107,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.7,1.0,0.67965977,Kellwasser,0.75,0.75,17.06,18.81755452,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5e.dat.40,9.36,0.3,-0.1,-7.0,7.53,0.0,-111.7007123,21.76962783193649
302,301,1.0,1.0,0.371971628,Background,2.5,1.0,21.46,87.83979865,251103.pO2xPO4_5x5b.dat.20,2.75,1.0,1.5,0.447463833,Kellwasser,0.75,0.75,17.06,75.25343972,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.20,8.53,0.5,0.0,-4.4,5.78,-0.25,-12.58635893,21.82762901250339
452,451,1.1,1.1,0.355966851,Background,5.0,1.0,24.06,102.5284655,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,3.67,0.9,1.4,0.636716441,Kellwasser,0.75,1.0,17.06,187.3711735,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.14,17.43,0.3,-0.2,-7.0,13.76,0.0,84.842708,21.841150145492378
283,282,0.9,0.9,0.351258549,Background,2.5,1.0,21.46,217.7454153,251103.pO2xPO4_5x5a.dat.14,2.84,0.9,1.4,0.394946273,Kellwasser,0.75,0.75,17.06,173.7303537,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.14,11.47,0.5,0.0,-4.4,8.63,-0.25,-44.0150616,21.876721500721796
347,346,1.1,1.1,0.416669591,Background,2.5,1.0,21.46,113.6966021,251103.pO2xPO4_5x5b.dat.31,3.85,1.2,1.8,0.375039434,Kellwasser,1.0,0.75,18.18,133.0883533,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.43,12.75,0.7,0.1,-3.28,8.9,-0.25,19.3917512,21.989560680322956
256,255,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,0.9,1.3,0.503735592,Kellwasser,0.75,1.0,17.06,161.3606291,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,11.56,0.3,-0.2,-7.0,9.27,0.25,83.82599477,22.017828172618717
451,450,1.1,1.1,0.355966851,Background,5.0,1.0,24.06,102.5284655,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.31,3.67,0.9,1.3,0.503735592,Kellwasser,0.75,1.0,17.06,161.3606291,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,11.56,0.2,-0.2,-7.0,7.89,0.0,58.8321636,22.01796934075599
110,109,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.0,0.525368358,Kellwasser,1.0,0.75,18.18,81.30603237,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.00,7.06,0.3,0.0,-5.88,5.23,0.0,-49.21223443,22.071114923563634
179,178,0.8,0.7,0.3879819,Background,5.0,0.75,24.06,130.5182668,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.02,1.83,0.8,1.0,0.525368358,Kellwasser,1.0,0.75,18.18,81.30603237,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.00,7.06,0.3,0.0,-5.88,5.23,0.0,-49.21223443,22.071114923563634
68,67,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.2,1.6,0.634581795,Kellwasser,1.0,0.75,18.18,95.13406258,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.41,7.34,0.6,0.1,-3.28,5.96,0.0,9.29341332,22.23805095623615
245,244,1.1,1.0,0.390493104,Background,5.0,0.75,24.06,77.53463433,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.30,2.29,1.0,1.3,0.679021468,Kellwasser,1.0,0.75,18.18,154.1479141,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.23,7.52,0.3,-0.1,-5.88,5.23,0.0,76.61327977,22.276098656025816
425,424,1.2,1.3,0.431697772,Background,2.5,1.0,21.46,170.1500732,251103.pO2xPO4_5x5b.dat.43,3.58,1.2,1.9,0.49245255,Kellwasser,0.75,1.0,17.06,170.2301379,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.44,10.64,0.6,0.0,-4.4,7.06,0.0,0.0800647,22.370120090888378
423,422,1.2,1.3,0.431697772,Background,2.5,1.0,21.46,170.1500732,251103.pO2xPO4_5x5b.dat.43,3.58,1.2,1.8,0.49245255,Kellwasser,0.75,1.0,17.06,146.8665869,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.43,10.64,0.5,0.0,-4.4,7.06,0.0,-23.2834863,22.370120090888378
76,75,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.1,1.7,0.554011959,Kellwasser,0.75,1.0,17.06,120.2411222,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.32,13.67,0.7,0.0,-4.4,12.29,0.25,34.40047294,22.435304598553664
221,220,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.3,0.66094357,Kellwasser,1.0,0.75,18.18,145.8663173,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.13,14.68,0.4,-0.1,-5.88,12.57,0.0,-57.6844759,22.470874967327923
223,222,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.4,0.66094357,Kellwasser,1.0,0.75,18.18,169.6706604,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.14,14.68,0.5,-0.1,-5.88,12.57,0.0,-33.8801328,22.470874967327923
152,151,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.3,0.66094357,Kellwasser,1.0,0.75,18.18,145.8663173,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.13,14.68,0.4,-0.1,-5.88,12.57,0.0,-57.6844759,22.470874967327923
154,153,1.0,0.9,0.427189722,Background,5.0,0.75,24.06,203.5507932,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.24,2.11,0.9,1.4,0.66094357,Kellwasser,1.0,0.75,18.18,169.6706604,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.14,14.68,0.5,-0.1,-5.88,12.57,0.0,-33.8801328,22.470874967327923
269,268,1.2,1.1,0.370451494,Background,5.0,0.75,24.06,100.7840037,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.29,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.4,-0.2,-5.88,13.67,0.0,-28.6925933,22.558482439213655
7,6,1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2xPO4_5x5a.dat.44,1.1,1.1,1.6,0.455580778,Kellwasser,0.75,0.75,17.06,94.77377171,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,7.98,0.7,-0.1,-4.4,6.88,0.25,-144.5405069,22.696441472253166
75,74,1.1,1.0,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075xRemin_2.5xpCO2.pO2xPO4_5x5b.dat.30,1.38,1.1,1.6,0.5543525,Kellwasser,0.75,1.0,17.06,100.9647749,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,10.09,0.6,0.0,-4.4,8.71,0.25,15.12412564,22.827152048084347
411,410,1.1,1.2,0.416669591,Background,2.5,1.0,21.46,136.0907772,251103.pO2xPO4_5x5b.dat.32,3.85,1.1,1.8,0.429420913,Kellwasser,0.75,1.0,17.06,141.0442492,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.33,18.35,0.6,0.0,-4.4,14.5,0.0,4.953472,22.879414621221027
300,299,1.0,1.0,0.371971628,Background,2.5,1.0,21.46,87.83979865,251103.pO2xPO4_5x5b.dat.20,2.75,1.0,1.4,0.615350876,Kellwasser,0.75,0.75,17.06,183.8741737,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.24,7.8,0.4,0.0,-4.4,5.05,-0.25,96.03437505,22.91879449650313
461,460,1.2,1.2,0.365956576,Background,5.0,1.0,24.06,122.8022011,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.42,3.58,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.3,-0.2,-5.88,12.38,-0.25,-50.7107907,22.931512673426333
34,33,1.2,0.9,0.352479784,Background,5.0,0.5,24.06,223.9596215,Devon370Ma_050xRemin_5xpCO2.pO2xPO4_5x5a.dat.44,1.19,1.0,1.4,0.642239103,Kellwasser,1.0,0.75,18.18,179.7021687,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5b.dat.24,11.1,0.5,-0.2,-5.88,9.91,0.25,-44.2574528,22.96839104573259
409,408,1.1,1.2,0.416669591,Background,2.5,1.0,21.46,136.0907772,251103.pO2xPO4_5x5b.dat.32,3.85,1.1,1.7,0.554011959,Kellwasser,0.75,1.0,17.06,120.2411222,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.32,13.67,0.5,0.0,-4.4,9.82,0.0,-15.849655,22.975631295586723
407,406,1.1,1.2,0.416669591,Background,2.5,1.0,21.46,136.0907772,251103.pO2xPO4_5x5b.dat.32,3.85,1.1,1.6,0.5543525,Kellwasser,0.75,1.0,17.06,100.9647749,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5c.dat.31,10.09,0.4,0.0,-4.4,6.24,0.0,-35.1260023,23.11102958846191
431,430,1.2,1.1,0.355242122,Background,5.0,1.0,24.06,109.5454572,Devon370Ma_1xRemin_5xpCO2.pO2xPO4_5x5b.dat.41,2.57,1.0,1.5,0.524769688,Kellwasser,1.0,0.75,18.18,72.0914104,Devon370Ma_075xRemin_1xpCO2.pO2xPO4_5x5c.dat.20,15.96,0.4,-0.2,-5.88,13.39,-0.25,-37.4540468,23.336199192822587
282,281,0.9,0.9,0.351258549,Background,2.5,1.0,21.46,217.7454153,251103.pO2xPO4_5x5a.dat.14,2.84,0.9,1.3,0.607251064,Kellwasser,0.75,0.75,17.06,149.5253819,Devon370Ma_075xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.13,8.26,0.4,0.0,-4.4,5.42,-0.25,-68.2200334,23.337512576848056
136,135,0.9,0.8,0.414501043,Background,5.0,0.75,24.06,166.1389542,Devon370Ma_075xRemin_5xpCO2.pO2xPO4_5x5a.dat.13,1.83,0.8,1.2,0.534846015,Kellwasser,0.75,1.0,17.06,130.6640625,Devon370Ma_1xRemin_0.75xpCO2.pO2xPO4_5x5b.dat.02,15.69,0.4,-0.1,-7.0,13.86,0.25,-35.4748917,23.3732518030016
